Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
37	41		14	8	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters	1397		Internet	Nonpartisan	None
11	75		10	4	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters - Democrat			Internet	Nonpartisan	None
69	8		15	9	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters - Republican			Internet	Nonpartisan	None
42	19		28	10	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters - independent			Internet	Nonpartisan	None
49	51				gravis-marketing-oann-24484	Gravis Marketing/OANN	2016-05-10	2016-05-10		Registered Voters	1574	2.5	Automated Phone	Sponsor	Rep
40	42		6	12	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters	1612		Internet	Nonpartisan	None
5	89		3	3	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters - Democrat	453		Internet	Nonpartisan	None
80	4		5	10	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters - Republican	445		Internet	Nonpartisan	None
34	41		8	16	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters - independent	714		Internet	Nonpartisan	None
38	42	4	2	13	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters	1222	3.2	IVR/Online	Pollster	Dem
9	78	2	2	10	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
78	7	4	2	10	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
31	30	10	5	25	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
41	47			12	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	1222	3.2	IVR/Online	Pollster	Dem
9	84			7	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
82	8			11	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
36	38			26	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
38	44			18	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters	6005	1	Internet	Nonpartisan	None
11	77			12	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters - Democrat	2273		Internet	Nonpartisan	None
74	14			12	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters - Republican	1850		Internet	Nonpartisan	None
37	34			29	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters - independent	1881		Internet	Nonpartisan	None
44	49			7	nbc-surveymonkey-24468	NBC/SurveyMonkey	2016-05-02	2016-05-08		Registered Voters	11089	1.3	Internet	Nonpartisan	None
36	45		10	8	ipsos-reuters-24447	Ipsos/Reuters	2016-04-30	2016-05-04		Registered Voters	1102		Internet	Nonpartisan	None
40	45			15	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters	1976	2	Internet	Nonpartisan	None
11	81			8	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters - Democrat	781		Internet	Nonpartisan	None
77	9			14	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters - Republican	581		Internet	Nonpartisan	None
42	34			24	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters - independent	614		Internet	Nonpartisan	None
41	54		5	0	cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters	890	3.5	Live Phone	Nonpartisan	None
5	94		1		cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters - Democrat			Live Phone	Nonpartisan	None
84	12		4		cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters - Republican			Live Phone	Nonpartisan	None
40	51		9	1	cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters - independent			Live Phone	Nonpartisan	None
37	43			20	nbc-surveymonkey-24429	NBC/SurveyMonkey	2016-04-25	2016-05-01		Registered Voters	12462	1.2	Internet	Nonpartisan	None
39	46			15	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters	1964	2	Internet	Nonpartisan	None
11	78			11	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters - Democrat	733		Internet	Nonpartisan	None
76	11			13	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters - Republican	573		Internet	Nonpartisan	None
37	40			23	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters - independent	658		Internet	Nonpartisan	None
41	39		15	5	rasmussen-24426	Rasmussen	2016-04-27	2016-04-28		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
40	47		7	5	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters	814		Live Phone	Nonpartisan	None
9	86		2	2	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters - Democrat	280		Live Phone	Nonpartisan	None
77	10		8	6	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters - Republican	250		Live Phone	Nonpartisan	None
39	43		10	8	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters - independent	273		Live Phone	Nonpartisan	None
36	43		13	9	ipsos-reuters-24395	Ipsos/Reuters	2016-04-23	2016-04-27		Registered Voters	1756		Internet	Nonpartisan	None
38	38		16	2	rasmussen-24400	Rasmussen	2016-04-25	2016-04-26		Likely Voters	1000	3	IVR/Online	Nonpartisan	None
40	43		5	13	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters	1561		Internet	Nonpartisan	None
9	82		3	6	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters - Democrat	610		Internet	Nonpartisan	None
79	6		3	12	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters - Republican	449		Internet	Nonpartisan	None
40	31		8	21	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters - independent	502		Internet	Nonpartisan	None
39	50			10	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters	1000	3	Live Phone	Nonpartisan	None
5	90			5	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters - Democrat	357	5.1	Live Phone	Nonpartisan	None
80	9			11	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters - Republican	305	5.7	Live Phone	Nonpartisan	None
39	45			16	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters - independent	338		Live Phone	Nonpartisan	None
36	44			20	nbc-surveymonkey-24362	NBC/SurveyMonkey	2016-04-18	2016-04-24		Registered Voters	9405	1.4	Internet	Nonpartisan	None
40	46			15	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters	2003	2	Internet	Nonpartisan	None
13	79			8	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters - Democrat	782		Internet	Nonpartisan	None
74	14			12	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters - Republican	622		Internet	Nonpartisan	None
39	34			27	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters - independent	599		Internet	Nonpartisan	None
40	47			14	zogby-internet-24393	Zogby (Internet)	2016-04-19	2016-04-20		Likely Voters	834	3.5	Internet	Nonpartisan	None
43	46			11	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters	1000	3.1	Live Phone	Nonpartisan	None
9	86			5	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters - Democrat	420		Live Phone	Nonpartisan	None
80	8			13	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters - Republican	390		Live Phone	Nonpartisan	None
42	37			21	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters - independent	190		Live Phone	Nonpartisan	None
33	44		12	12	ipsos-reuters-24323	Ipsos/Reuters	2016-04-16	2016-04-20		Registered Voters	1334		Internet	Nonpartisan	None
37	46			17	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters	2032	2	Internet	Nonpartisan	None
12	78			10	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters - Democrat	775		Internet	Nonpartisan	None
70	13			17	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters - Republican	624		Internet	Nonpartisan	None
36	40			24	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters - independent	633		Internet	Nonpartisan	None
39	48			13	nbc-surveymonkey-24307	NBC/SurveyMonkey	2016-04-11	2016-04-17		Registered Voters	11498	1.3	Internet	Nonpartisan	None
39	50		9	2	nbc-wsj-24305	NBC/WSJ	2016-04-10	2016-04-14		Registered Voters	1000	3.1	Live Phone	Nonpartisan	None
41	48		2	8	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters	1021	3	Live Phone	Nonpartisan	None
6	87		1	6	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters - Democrat			Live Phone	Nonpartisan	None
82	11		2	6	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters - Republican			Live Phone	Nonpartisan	None
37	40		7	16	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters - independent			Live Phone	Nonpartisan	None
34	43		15	7	ipsos-reuters-24278	Ipsos/Reuters	2016-04-09	2016-04-13		Registered Voters	1424		Internet	Nonpartisan	None
40	50		1	8	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters	1098		Live Phone	Nonpartisan	None
8	88		1	4	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters - Democrat	348		Live Phone	Nonpartisan	None
82	11			8	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters - Republican	333		Live Phone	Nonpartisan	None
33	51		2	14	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters - independent	352		Live Phone	Nonpartisan	None
37	46			16	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters	4015	2	Internet	Nonpartisan	None
12	80			8	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters - Democrat	1517		Internet	Nonpartisan	None
76	10			14	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters - Republican	1118		Internet	Nonpartisan	None
34	38			28	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters - independent	1379		Internet	Nonpartisan	None
36	43		0	21	nbc-surveymonkey-24251	NBC/SurveyMonkey	2016-04-04	2016-04-10		Registered Voters	11204	1.3	Internet	Nonpartisan	None
34	39		16	11	ipsos-reuters-24232	Ipsos/Reuters	2016-04-02	2016-04-06		Registered Voters	1325		Internet	Nonpartisan	None
38	45			17	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters	2004	2	Internet	Nonpartisan	None
10	79			11	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters - Democrat	746		Internet	Nonpartisan	None
72	13			15	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters - Republican	598		Internet	Nonpartisan	None
39	36			25	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters - independent	659		Internet	Nonpartisan	None
33	45			21	nbc-surveymonkey-24206	NBC/SurveyMonkey	2016-03-28	2016-04-03		Registered Voters	12116		Internet	Nonpartisan	None
35	47		9	9	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters	819		Live Phone	Nonpartisan	None
8	84		4	4	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters - Democrat	284		Live Phone	Nonpartisan	None
69	9		10	12	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters - Republican	245		Live Phone	Nonpartisan	None
35	41		12	12	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters - independent	278		Live Phone	Nonpartisan	None
41	50			9	mcclatchy-marist-24230	McClatchy/Marist	2016-03-29	2016-03-31		Registered Voters	1066	3	Live Phone	Nonpartisan	None
7	90			3	mcclatchy-marist-24230	McClatchy/Marist	2016-03-29	2016-03-31		Registered Voters - Democrat			Live Phone	Nonpartisan	None
81	12			7	mcclatchy-marist-24230	McClatchy/Marist	2016-03-29	2016-03-31		Registered Voters - Republican			Live Phone	Nonpartisan	None
41	44			15	mcclatchy-marist-24230	McClatchy/Marist	2016-03-29	2016-03-31		Registered Voters - independent			Live Phone	Nonpartisan	None
32	45		13	9	ipsos-reuters-24179	Ipsos/Reuters	2016-03-27	2016-03-31		Registered Voters	1580		Internet	Nonpartisan	None
41	45		6	7	yougov-economist-24181	YouGov/Economist	2016-03-26	2016-03-29		Registered Voters	1613		Internet	Nonpartisan	None
3	92			5	yougov-economist-24181	YouGov/Economist	2016-03-26	2016-03-29		Registered Voters - Democrat	434		Internet	Nonpartisan	None
76	7			17	yougov-economist-24181	YouGov/Economist	2016-03-26	2016-03-29		Registered Voters - Republican	497		Internet	Nonpartisan	None
35	49			16	yougov-economist-24181	YouGov/Economist	2016-03-26	2016-03-29		Registered Voters - independent	682		Internet	Nonpartisan	None
41	48			11	ppp-d-24178	PPP (D)	2016-03-24	2016-03-26		Likely Voters	1083	3	IVR/Online	Pollster	Dem
11	82			7	ppp-d-24178	PPP (D)	2016-03-24	2016-03-26		Likely Voters - Democrat			IVR/Online	Pollster	Dem
75	12			13	ppp-d-24178	PPP (D)	2016-03-24	2016-03-26		Likely Voters - Republican			IVR/Online	Pollster	Dem
41	44			15	ppp-d-24178	PPP (D)	2016-03-24	2016-03-26		Likely Voters - independent			IVR/Online	Pollster	Dem
38	44			18	morning-consult-24158	Morning Consult	2016-03-24	2016-03-26		Registered Voters	2071	2	Internet	Nonpartisan	None
11	78			12	morning-consult-24158	Morning Consult	2016-03-24	2016-03-26		Registered Voters - Democrat	783		Internet	Nonpartisan	None
75	11			14	morning-consult-24158	Morning Consult	2016-03-24	2016-03-26		Registered Voters - Republican	654		Internet	Nonpartisan	None
34	37			29	morning-consult-24158	Morning Consult	2016-03-24	2016-03-26		Registered Voters - independent	635		Internet	Nonpartisan	None
40	53		1	6	gqr-d-democracy-corps-women-s-voices-women-vote-24187	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-03-17	2016-03-24		Likely Voters	900	3.27	Live Phone	Sponsor	Dem
35	43		9	13	ipsos-reuters-24148	Ipsos/Reuters	2016-03-19	2016-03-23		Registered Voters	1311		Internet	Nonpartisan	None
41	48			12	mclaughlin-r-24168	McLaughlin (R)	2016-03-17	2016-03-23		Likely Voters	1002	3.1	Internet	Pollster	Rep
10	84			6	mclaughlin-r-24168	McLaughlin (R)	2016-03-17	2016-03-23		Likely Voters - Democrat	398		Internet	Pollster	Rep
81	9			11	mclaughlin-r-24168	McLaughlin (R)	2016-03-17	2016-03-23		Likely Voters - Republican	361		Internet	Pollster	Rep
37	44			19	mclaughlin-r-24168	McLaughlin (R)	2016-03-17	2016-03-23		Likely Voters - independent	59		Internet	Pollster	Rep
38	49		2	11	fox-24141	FOX	2016-03-20	2016-03-22		Registered Voters	1016	3	Live Phone	Nonpartisan	None
5	92			3	fox-24141	FOX	2016-03-20	2016-03-22		Registered Voters - Democrat			Live Phone	Nonpartisan	None
73	12		3	12	fox-24141	FOX	2016-03-20	2016-03-22		Registered Voters - Republican			Live Phone	Nonpartisan	None
41	33		1	25	fox-24141	FOX	2016-03-20	2016-03-22		Registered Voters - independent			Live Phone	Nonpartisan	None
36	54			9	bloomberg-selzer-24140	Bloomberg/Selzer	2016-03-19	2016-03-22		Likely Voters	815	3.4	Live Phone	Nonpartisan	None
38	45			18	morning-consult-24122	Morning Consult	2016-03-18	2016-03-21		Registered Voters	2001	2	Internet	Nonpartisan	None
9	80			11	morning-consult-24122	Morning Consult	2016-03-18	2016-03-21		Registered Voters - Democrat	726		Internet	Nonpartisan	None
72	12			17	morning-consult-24122	Morning Consult	2016-03-18	2016-03-21		Registered Voters - Republican	581		Internet	Nonpartisan	None
39	35			26	morning-consult-24122	Morning Consult	2016-03-18	2016-03-21		Registered Voters - independent	694		Internet	Nonpartisan	None
40	46		3	11	quinnipiac-24134	Quinnipiac	2016-03-16	2016-03-21		Registered Voters	1451	2.7	Live Phone	Nonpartisan	None
5	88		1	6	quinnipiac-24134	Quinnipiac	2016-03-16	2016-03-21		Registered Voters - Democrat	635	3.9	Live Phone	Nonpartisan	None
80	9		2	9	quinnipiac-24134	Quinnipiac	2016-03-16	2016-03-21		Registered Voters - Republican	652	3.8	Live Phone	Nonpartisan	None
40	39		5	16	quinnipiac-24134	Quinnipiac	2016-03-16	2016-03-21		Registered Voters - independent			Live Phone	Nonpartisan	None
38	48		2	12	monmouth-university-24144	Monmouth University	2016-03-17	2016-03-20		Registered Voters	848	3.4	Live Phone	Nonpartisan	None
5	89			6	monmouth-university-24144	Monmouth University	2016-03-17	2016-03-20		Registered Voters - Democrat			Live Phone	Nonpartisan	None
73	12		2	12	monmouth-university-24144	Monmouth University	2016-03-17	2016-03-20		Registered Voters - Republican			Live Phone	Nonpartisan	None
40	39		3	18	monmouth-university-24144	Monmouth University	2016-03-17	2016-03-20		Registered Voters - independent			Live Phone	Nonpartisan	None
40	50		1	9	cbs-times-24128	CBS/Times	2016-03-17	2016-03-20		Registered Voters	1058	3	Live Phone	Nonpartisan	None
12	85			4	cbs-times-24128	CBS/Times	2016-03-17	2016-03-20		Registered Voters - Democrat			Live Phone	Nonpartisan	None
77	11		2	10	cbs-times-24128	CBS/Times	2016-03-17	2016-03-20		Registered Voters - Republican			Live Phone	Nonpartisan	None
38	45		1	17	cbs-times-24128	CBS/Times	2016-03-17	2016-03-20		Registered Voters - independent			Live Phone	Nonpartisan	None
41	53		6	0	cnn-24127	CNN	2016-03-17	2016-03-20		Registered Voters	925	3	Live Phone	Nonpartisan	None
6	93		1		cnn-24127	CNN	2016-03-17	2016-03-20		Registered Voters - Democrat			Live Phone	Nonpartisan	None
81	9		10		cnn-24127	CNN	2016-03-17	2016-03-20		Registered Voters - Republican			Live Phone	Nonpartisan	None
42	49		8		cnn-24127	CNN	2016-03-17	2016-03-20		Registered Voters - independent			Live Phone	Nonpartisan	None
37	45			19	morning-consult-24111	Morning Consult	2016-03-16	2016-03-18		Registered Voters	2011	2	Internet	Nonpartisan	None
9	79			12	morning-consult-24111	Morning Consult	2016-03-16	2016-03-18		Registered Voters - Democrat	755		Internet	Nonpartisan	None
73	12			15	morning-consult-24111	Morning Consult	2016-03-16	2016-03-18		Registered Voters - Republican	621		Internet	Nonpartisan	None
34	36			30	morning-consult-24111	Morning Consult	2016-03-16	2016-03-18		Registered Voters - independent	635		Internet	Nonpartisan	None
37	42		13	8	ipsos-reuters-24103	Ipsos/Reuters	2016-03-12	2016-03-16		Registered Voters	1437		Internet	Nonpartisan	None
37	47			16	morning-consult-24088	Morning Consult	2016-03-11	2016-03-13		Registered Voters	2978		Internet	Nonpartisan	None
